filename,width,height,class,xmin,ymin,xmax,ymax,damage_type,cost
1022.jpeg,224,224,head_lamp,1,16,224,201,head_lamp,32700
1041.jpeg,224,224,head_lamp,1,1,224,208,head_lamp,18000
1044.jpeg,224,224,head_lamp,1,1,169,137,head_lamp,28750
1066.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
1072.jpeg,224,224,head_lamp,1,1,224,211,head_lamp,28750
1078.jpeg,224,224,head_lamp,1,1,224,187,head_lamp,26700
1107.jpeg,224,224,head_lamp,1,1,143,209,head_lamp,30000
1109.jpeg,224,224,head_lamp,2,1,224,223,head_lamp,32700
1123.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
1140.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
1144.jpeg,224,224,head_lamp,1,1,224,208,head_lamp,26700
1158.jpeg,224,224,head_lamp,1,1,224,205,head_lamp,28750
117.jpeg,224,224,head_lamp,1,1,224,203,head_lamp,26700
1176.jpeg,224,224,head_lamp,1,1,223,224,head_lamp,30000
1177.jpeg,224,224,head_lamp,1,1,224,221,head_lamp,32700
1179.jpeg,224,224,head_lamp,1,1,224,200,head_lamp,18000
1221.jpeg,224,224,head_lamp,1,13,224,179,head_lamp,28750
1249.jpeg,224,224,head_lamp,1,1,224,223,head_lamp,26700
1258.jpeg,224,224,head_lamp,27,54,167,195,head_lamp,28750
1261.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
1267.jpeg,224,224,head_lamp,1,9,224,192,head_lamp,28750
1274.jpeg,224,224,head_lamp,1,1,224,188,head_lamp,26700
1290.jpeg,224,224,head_lamp,21,36,224,193,head_lamp,28750
1292.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
1306.jpeg,224,224,head_lamp,1,1,164,224,head_lamp,30000
1316.jpeg,224,224,head_lamp,80,1,224,202,head_lamp,32700
1346.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
1348.jpeg,224,224,head_lamp,1,1,224,216,head_lamp,28750
1370.jpeg,224,224,head_lamp,1,1,224,182,head_lamp,26700
1377.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,28750
1408.jpeg,224,224,head_lamp,1,1,211,224,head_lamp,26700
143.jpeg,224,224,head_lamp,1,1,224,207,head_lamp,28750
1433.jpeg,224,224,head_lamp,102,172,224,224,head_lamp,26700
144.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
1444.jpeg,224,224,head_lamp,28,2,224,224,head_lamp,26700
1447.jpeg,224,224,head_lamp,50,1,224,224,head_lamp,30000
1452.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,32700
1463.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
1465.jpeg,224,224,head_lamp,1,27,224,208,head_lamp,28750
1466.jpeg,224,224,head_lamp,60,30,216,165,head_lamp,26700
1467.jpeg,224,224,head_lamp,1,22,224,198,head_lamp,28750
1468.jpeg,224,224,head_lamp,1,46,224,204,head_lamp,26700
1469.jpeg,224,224,head_lamp,1,53,224,203,head_lamp,28750
1472.jpeg,224,224,head_lamp,1,71,224,210,head_lamp,26700
1493.jpeg,224,224,head_lamp,1,1,224,210,head_lamp,28750
1498.jpeg,224,224,head_lamp,1,6,224,170,head_lamp,26700
150.jpeg,224,224,head_lamp,1,1,224,213,head_lamp,30000
1510.jpeg,224,224,head_lamp,1,12,223,193,head_lamp,32700
16.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,18000
163.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
186.jpeg,224,224,head_lamp,1,1,223,202,head_lamp,26700
206.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
21.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
212.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
221.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
275.jpeg,224,224,head_lamp,1,1,224,223,head_lamp,28750
279.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,26700
282.jpeg,224,224,head_lamp,1,1,224,203,head_lamp,30000
283.jpeg,224,224,head_lamp,1,1,224,205,head_lamp,32700
3.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
314.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
318.jpeg,224,224,head_lamp,1,1,224,204,head_lamp,26700
321.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,28750
335.jpeg,224,224,head_lamp,1,11,224,213,head_lamp,26700
351.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
353.jpeg,224,224,head_lamp,1,1,224,222,head_lamp,26700
36.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
364.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
372.jpeg,224,224,head_lamp,1,1,224,210,head_lamp,30000
374.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,32700
376.jpeg,224,224,head_lamp,1,1,224,201,head_lamp,18000
379.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
384.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
386.jpeg,224,224,head_lamp,1,1,224,208,head_lamp,28750
388.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
395.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
401.jpeg,224,224,head_lamp,1,1,224,209,head_lamp,26700
434.jpeg,224,224,head_lamp,37,1,224,99,head_lamp,28750
445.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
455.jpeg,224,224,head_lamp,1,6,190,171,head_lamp,30000
457.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,32700
459.jpeg,224,224,head_lamp,19,31,224,215,head_lamp,18000
460.jpeg,224,224,head_lamp,1,1,224,204,head_lamp,28750
477.jpeg,224,224,head_lamp,1,1,224,183,head_lamp,26700
483.jpeg,224,224,head_lamp,1,11,224,216,head_lamp,28750
487.jpeg,224,224,head_lamp,38,28,224,215,head_lamp,26700
488.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
493.jpeg,224,224,head_lamp,3,3,224,183,head_lamp,26700
506.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
527.jpeg,224,224,head_lamp,1,1,224,200,head_lamp,26700
536.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,30000
547.jpeg,224,224,head_lamp,1,14,224,209,head_lamp,32700
552.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
570.jpeg,224,224,head_lamp,2,1,224,223,head_lamp,28750
579.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,26700
580.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
590.jpeg,224,224,head_lamp,12,100,172,224,head_lamp,26700
591.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
603.jpeg,224,224,head_lamp,57,1,224,224,head_lamp,26700
623.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
634.jpeg,224,224,head_lamp,5,1,224,187,head_lamp,26700
650.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,30000
656.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,32700
668.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
669.jpeg,224,224,head_lamp,1,1,224,172,head_lamp,28750
672.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
681.jpeg,224,224,head_lamp,1,1,224,214,head_lamp,28750
682.jpeg,224,224,head_lamp,88,1,224,217,head_lamp,26700
686.jpeg,224,224,head_lamp,1,1,224,223,head_lamp,28750
696.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
697.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
699.jpeg,224,224,head_lamp,1,1,224,209,head_lamp,26700
704.jpeg,224,224,head_lamp,1,1,224,202,head_lamp,30000
711.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,32700
72.jpeg,224,224,head_lamp,1,1,224,210,head_lamp,18000
734.jpeg,224,224,head_lamp,1,1,224,207,head_lamp,28750
752.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
770.jpeg,224,224,head_lamp,1,1,214,209,head_lamp,28750
773.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
777.jpeg,224,224,head_lamp,1,1,224,213,head_lamp,28750
778.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
787.jpeg,224,224,head_lamp,1,1,224,223,head_lamp,28750
797.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
800.jpeg,224,224,head_lamp,1,1,224,204,head_lamp,30000
823.jpeg,224,224,head_lamp,1,1,223,202,head_lamp,32700
834.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,18000
847.jpeg,224,224,head_lamp,1,1,224,208,head_lamp,28750
856.jpeg,224,224,head_lamp,1,8,224,202,head_lamp,26700
862.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
863.jpeg,224,224,head_lamp,1,1,139,224,head_lamp,26700
865.jpeg,224,224,head_lamp,1,1,224,206,head_lamp,28750
887.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,26700
889.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,28750
895.jpeg,224,224,head_lamp,2,1,224,203,head_lamp,26700
901.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,30000
906.jpeg,224,224,head_lamp,1,1,224,224,head_lamp,32700
97.jpeg,224,224,head_lamp,1,1,224,223,head_lamp,18000
984.jpeg,224,224,head_lamp,1,1,223,198,head_lamp,28750
988.jpeg,224,224,head_lamp,1,1,224,201,head_lamp,26700
993.jpeg,224,224,head_lamp,1,1,223,224,head_lamp,28750
1003.jpeg,224,224,No_Damage,4,45,224,204,No_Damage,0
101.jpeg,224,224,No_Damage,1,1,224,178,No_Damage,0
1014.jpeg,224,224,No_Damage,1,28,224,178,No_Damage,0
1027.jpeg,224,224,No_Damage,1,67,224,180,No_Damage,0
1030.jpeg,224,224,No_Damage,10,104,116,148,No_Damage,0
1037.jpeg,224,224,No_Damage,1,41,224,190,No_Damage,0
104.jpeg,224,224,No_Damage,1,20,224,181,No_Damage,0
1046.jpeg,224,224,No_Damage,1,29,224,203,No_Damage,0
1052.jpeg,224,224,No_Damage,1,30,224,202,No_Damage,0
1056.jpeg,224,224,No_Damage,1,33,224,182,No_Damage,0
1059.jpeg,224,224,No_Damage,36,82,182,190,No_Damage,0
1062.jpeg,224,224,No_Damage,1,81,224,206,No_Damage,0
1064.jpeg,224,224,No_Damage,1,63,224,199,No_Damage,0
1067.jpeg,224,224,No_Damage,1,57,224,214,No_Damage,0
107.jpeg,224,224,No_Damage,1,24,224,224,No_Damage,0
1076.jpeg,224,224,No_Damage,1,36,224,201,No_Damage,0
1080.jpeg,224,224,No_Damage,7,54,221,145,No_Damage,0
1083.jpeg,224,224,No_Damage,1,99,224,211,No_Damage,0
1094.jpeg,224,224,No_Damage,1,11,224,224,No_Damage,0
1096.jpeg,224,224,No_Damage,1,22,224,201,No_Damage,0
1102.jpeg,224,224,No_Damage,1,85,224,220,No_Damage,0
1112.jpeg,224,224,No_Damage,1,50,224,200,No_Damage,0
1115.jpeg,224,224,No_Damage,1,16,224,210,No_Damage,0
113.jpeg,224,224,No_Damage,1,41,224,222,No_Damage,0
1130.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
1133.jpeg,224,224,No_Damage,1,3,224,224,No_Damage,0
1148.jpeg,224,224,No_Damage,1,34,224,211,No_Damage,0
1157.jpeg,224,224,No_Damage,1,41,224,182,No_Damage,0
116.jpeg,224,224,No_Damage,1,1,224,174,No_Damage,0
1160.jpeg,224,224,No_Damage,1,55,224,187,No_Damage,0
1161.jpeg,224,224,No_Damage,1,16,224,224,No_Damage,0
1164.jpeg,224,224,No_Damage,1,46,224,174,No_Damage,0
1167.jpeg,224,224,No_Damage,1,49,224,182,No_Damage,0
1170.jpeg,224,224,No_Damage,1,58,224,169,No_Damage,0
1175.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
1178.jpeg,224,224,No_Damage,1,9,224,201,No_Damage,0
1181.jpeg,224,224,No_Damage,1,30,224,198,No_Damage,0
1182.jpeg,224,224,No_Damage,13,49,217,168,No_Damage,0
1183.jpeg,224,224,No_Damage,1,41,224,178,No_Damage,0
1184.jpeg,224,224,No_Damage,1,37,224,147,No_Damage,0
119.jpeg,224,224,No_Damage,1,76,224,224,No_Damage,0
1190.jpeg,224,224,No_Damage,1,51,224,203,No_Damage,0
1194.jpeg,224,224,No_Damage,1,11,224,208,No_Damage,0
1202.jpeg,224,224,No_Damage,1,26,224,224,No_Damage,0
1204.jpeg,224,224,No_Damage,10,54,219,218,No_Damage,0
1207.jpeg,224,224,No_Damage,1,79,224,197,No_Damage,0
1208.jpeg,224,224,No_Damage,1,51,187,163,No_Damage,0
1211.jpeg,224,224,No_Damage,1,69,224,204,No_Damage,0
1212.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
1215.jpeg,224,224,No_Damage,43,4,224,196,No_Damage,0
123.jpeg,224,224,No_Damage,1,9,224,181,No_Damage,0
1232.jpeg,224,224,No_Damage,1,21,224,216,No_Damage,0
1233.jpeg,224,224,No_Damage,1,59,215,209,No_Damage,0
1234.jpeg,224,224,No_Damage,1,40,224,224,No_Damage,0
1246.jpeg,224,224,No_Damage,14,91,210,218,No_Damage,0
1252.jpeg,224,224,No_Damage,1,21,224,164,No_Damage,0
1254.jpeg,224,224,No_Damage,1,24,224,212,No_Damage,0
126.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
1264.jpeg,224,224,No_Damage,1,35,224,198,No_Damage,0
127.jpeg,224,224,No_Damage,1,41,224,214,No_Damage,0
1270.jpeg,224,224,No_Damage,9,8,224,206,No_Damage,0
1273.jpeg,224,224,No_Damage,1,37,224,206,No_Damage,0
1280.jpeg,224,224,No_Damage,1,8,224,187,No_Damage,0
1282.jpeg,224,224,No_Damage,1,87,224,192,No_Damage,0
1285.jpeg,224,224,No_Damage,1,94,224,220,No_Damage,0
1286.jpeg,224,224,No_Damage,1,37,220,170,No_Damage,0
1294.jpeg,224,224,No_Damage,1,20,224,215,No_Damage,0
1295.jpeg,224,224,No_Damage,9,87,224,201,No_Damage,0
1299.jpeg,224,224,No_Damage,2,65,224,185,No_Damage,0
130.jpeg,224,224,No_Damage,1,42,224,218,No_Damage,0
1304.jpeg,224,224,No_Damage,1,22,224,224,No_Damage,0
132.jpeg,224,224,No_Damage,1,20,224,224,No_Damage,0
1321.jpeg,224,224,No_Damage,54,84,224,191,No_Damage,0
1322.jpeg,224,224,No_Damage,1,11,221,224,No_Damage,0
1326.jpeg,224,224,No_Damage,1,8,224,180,No_Damage,0
1328.jpeg,224,224,No_Damage,1,15,224,203,No_Damage,0
1330.jpeg,224,224,No_Damage,1,48,224,199,No_Damage,0
1334.jpeg,224,224,No_Damage,1,24,224,185,No_Damage,0
1337.jpeg,224,224,No_Damage,1,50,224,205,No_Damage,0
134.jpeg,224,224,No_Damage,1,30,224,174,No_Damage,0
1368.jpeg,224,224,No_Damage,1,103,224,224,No_Damage,0
1369.jpeg,224,224,No_Damage,1,25,224,215,No_Damage,0
1371.jpeg,224,224,No_Damage,1,23,224,205,No_Damage,0
1374.jpeg,224,224,No_Damage,1,6,224,224,No_Damage,0
1375.jpeg,224,224,No_Damage,1,50,224,181,No_Damage,0
1376.jpeg,224,224,No_Damage,1,39,224,154,No_Damage,0
138.jpeg,224,224,No_Damage,1,30,224,200,No_Damage,0
1388.jpeg,224,224,No_Damage,1,9,224,212,No_Damage,0
1390.jpeg,224,224,No_Damage,1,27,224,179,No_Damage,0
1393.jpeg,224,224,No_Damage,1,116,224,215,No_Damage,0
1404.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
1407.jpeg,224,224,No_Damage,1,40,224,215,No_Damage,0
1409.jpeg,224,224,No_Damage,1,48,224,168,No_Damage,0
1410.jpeg,224,224,No_Damage,1,36,224,207,No_Damage,0
1412.jpeg,224,224,No_Damage,1,64,224,207,No_Damage,0
1417.jpeg,224,224,No_Damage,1,36,224,224,No_Damage,0
142.jpeg,224,224,No_Damage,1,38,224,208,No_Damage,0
1421.jpeg,224,224,No_Damage,19,70,224,192,No_Damage,0
1435.jpeg,224,224,No_Damage,1,37,224,209,No_Damage,0
1471.jpeg,224,224,No_Damage,1,37,224,196,No_Damage,0
1474.jpeg,224,224,No_Damage,1,13,224,216,No_Damage,0
1477.jpeg,224,224,No_Damage,1,30,224,172,No_Damage,0
1487.jpeg,224,224,No_Damage,1,43,224,171,No_Damage,0
1488.jpeg,224,224,No_Damage,1,64,224,202,No_Damage,0
149.jpeg,224,224,No_Damage,1,31,224,197,No_Damage,0
1491.jpeg,224,224,No_Damage,1,67,224,190,No_Damage,0
1492.jpeg,224,224,No_Damage,1,16,224,213,No_Damage,0
1505.jpeg,224,224,No_Damage,2,51,221,193,No_Damage,0
1507.jpeg,224,224,No_Damage,1,66,224,207,No_Damage,0
1509.jpeg,224,224,No_Damage,1,38,224,150,No_Damage,0
155.jpeg,224,224,No_Damage,1,59,224,224,No_Damage,0
167.jpeg,224,224,No_Damage,1,39,224,181,No_Damage,0
168.jpeg,224,224,No_Damage,1,63,224,224,No_Damage,0
170.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
180.jpeg,224,224,No_Damage,1,38,224,201,No_Damage,0
182.jpeg,224,224,No_Damage,1,21,224,224,No_Damage,0
190.jpeg,224,224,No_Damage,1,26,224,188,No_Damage,0
191.jpeg,224,224,No_Damage,1,28,224,215,No_Damage,0
199.jpeg,224,224,No_Damage,1,79,224,224,No_Damage,0
205.jpeg,224,224,No_Damage,1,29,224,224,No_Damage,0
215.jpeg,224,224,No_Damage,1,17,224,216,No_Damage,0
224.jpeg,224,224,No_Damage,1,40,224,149,No_Damage,0
225.jpeg,224,224,No_Damage,1,47,224,195,No_Damage,0
228.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
229.jpeg,224,224,No_Damage,1,10,224,185,No_Damage,0
230.jpeg,224,224,No_Damage,1,14,224,224,No_Damage,0
238.jpeg,224,224,No_Damage,1,17,224,209,No_Damage,0
240.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
241.jpeg,224,224,No_Damage,1,23,224,169,No_Damage,0
243.jpeg,224,224,No_Damage,1,37,224,184,No_Damage,0
246.jpeg,224,224,No_Damage,1,33,224,209,No_Damage,0
250.jpeg,224,224,No_Damage,1,42,224,187,No_Damage,0
252.jpeg,224,224,No_Damage,1,37,224,203,No_Damage,0
254.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
258.jpeg,224,224,No_Damage,1,35,223,165,No_Damage,0
262.jpeg,224,224,No_Damage,1,10,224,224,No_Damage,0
264.jpeg,224,224,No_Damage,1,37,224,199,No_Damage,0
268.jpeg,224,224,No_Damage,1,1,224,183,No_Damage,0
269.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
270.jpeg,224,224,No_Damage,1,62,224,203,No_Damage,0
28.jpeg,224,224,No_Damage,1,98,224,223,No_Damage,0
300.jpeg,224,224,No_Damage,1,21,224,216,No_Damage,0
309.jpeg,224,224,No_Damage,1,107,224,217,No_Damage,0
312.jpeg,224,224,No_Damage,1,1,224,223,No_Damage,0
326.jpeg,224,224,No_Damage,1,37,224,177,No_Damage,0
333.jpeg,224,224,No_Damage,1,47,224,224,No_Damage,0
336.jpeg,224,224,No_Damage,1,10,224,224,No_Damage,0
337.jpeg,224,224,No_Damage,22,65,224,204,No_Damage,0
342.jpeg,224,224,No_Damage,1,50,224,209,No_Damage,0
343.jpeg,224,224,No_Damage,1,42,224,210,No_Damage,0
348.jpeg,224,224,No_Damage,1,21,224,206,No_Damage,0
35.jpeg,224,224,No_Damage,1,36,224,194,No_Damage,0
352.jpeg,224,224,No_Damage,13,16,224,184,No_Damage,0
355.jpeg,224,224,No_Damage,1,39,224,195,No_Damage,0
356.jpeg,224,224,No_Damage,1,27,224,201,No_Damage,0
357.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
366.jpeg,224,224,No_Damage,1,28,224,207,No_Damage,0
37.jpeg,224,224,No_Damage,1,43,224,186,No_Damage,0
370.jpeg,224,224,No_Damage,11,100,224,224,No_Damage,0
38.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
380.jpeg,224,224,No_Damage,1,17,224,208,No_Damage,0
404.jpeg,224,224,No_Damage,1,61,224,186,No_Damage,0
423.jpeg,224,224,No_Damage,1,5,224,209,No_Damage,0
428.jpeg,224,224,No_Damage,21,48,224,196,No_Damage,0
43.jpeg,224,224,No_Damage,1,70,224,217,No_Damage,0
430.jpeg,224,224,No_Damage,17,39,207,197,No_Damage,0
442.jpeg,224,224,No_Damage,1,37,224,204,No_Damage,0
443.jpeg,224,224,No_Damage,81,79,224,211,No_Damage,0
452.jpeg,224,224,No_Damage,1,33,224,190,No_Damage,0
465.jpeg,224,224,No_Damage,1,56,224,216,No_Damage,0
471.jpeg,224,224,No_Damage,1,24,224,181,No_Damage,0
472.jpeg,224,224,No_Damage,1,25,224,221,No_Damage,0
474.jpeg,224,224,No_Damage,1,8,224,212,No_Damage,0
478.jpeg,224,224,No_Damage,1,49,224,221,No_Damage,0
48.jpeg,224,224,No_Damage,1,127,224,217,No_Damage,0
491.jpeg,224,224,No_Damage,1,24,224,185,No_Damage,0
500.jpeg,224,224,No_Damage,1,11,224,224,No_Damage,0
502.jpeg,224,224,No_Damage,1,6,224,214,No_Damage,0
511.jpeg,224,224,No_Damage,1,38,224,169,No_Damage,0
522.jpeg,224,224,No_Damage,27,24,224,195,No_Damage,0
528.jpeg,224,224,No_Damage,8,30,213,188,No_Damage,0
530.jpeg,224,224,No_Damage,1,9,224,212,No_Damage,0
532.jpeg,224,224,No_Damage,1,60,223,194,No_Damage,0
538.jpeg,224,224,No_Damage,1,16,224,224,No_Damage,0
539.jpeg,224,224,No_Damage,1,21,224,199,No_Damage,0
54.jpeg,224,224,No_Damage,1,106,224,224,No_Damage,0
544.jpeg,224,224,No_Damage,1,20,224,216,No_Damage,0
545.jpeg,224,224,No_Damage,1,47,224,222,No_Damage,0
556.jpeg,224,224,No_Damage,1,52,206,211,No_Damage,0
57.jpeg,224,224,No_Damage,1,62,224,190,No_Damage,0
571.jpeg,224,224,No_Damage,1,18,224,200,No_Damage,0
584.jpeg,224,224,No_Damage,1,72,224,211,No_Damage,0
585.jpeg,224,224,No_Damage,1,49,224,198,No_Damage,0
597.jpeg,224,224,No_Damage,1,38,224,170,No_Damage,0
599.jpeg,224,224,No_Damage,2,40,224,193,No_Damage,0
600.jpeg,224,224,No_Damage,1,12,224,218,No_Damage,0
613.jpeg,224,224,No_Damage,1,29,224,191,No_Damage,0
615.jpeg,224,224,No_Damage,1,25,224,184,No_Damage,0
617.jpeg,224,224,No_Damage,1,19,224,219,No_Damage,0
620.jpeg,224,224,No_Damage,1,15,224,164,No_Damage,0
625.jpeg,224,224,No_Damage,1,65,224,173,No_Damage,0
628.jpeg,224,224,No_Damage,22,27,200,203,No_Damage,0
633.jpeg,224,224,No_Damage,1,45,224,200,No_Damage,0
636.jpeg,224,224,No_Damage,1,52,224,192,No_Damage,0
638.jpeg,224,224,No_Damage,1,57,224,198,No_Damage,0
653.jpeg,224,224,No_Damage,23,10,224,174,No_Damage,0
660.jpeg,224,224,No_Damage,1,34,224,190,No_Damage,0
661.jpeg,224,224,No_Damage,1,17,206,189,No_Damage,0
664.jpeg,224,224,No_Damage,1,103,224,196,No_Damage,0
665.jpeg,224,224,No_Damage,1,29,224,217,No_Damage,0
674.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
676.jpeg,224,224,No_Damage,1,58,208,180,No_Damage,0
677.jpeg,224,224,No_Damage,1,48,224,190,No_Damage,0
679.jpeg,224,224,No_Damage,1,40,224,179,No_Damage,0
684.jpeg,224,224,No_Damage,5,56,223,224,No_Damage,0
685.jpeg,224,224,No_Damage,1,31,223,200,No_Damage,0
700.jpeg,224,224,No_Damage,1,40,224,184,No_Damage,0
706.jpeg,224,224,No_Damage,1,58,224,223,No_Damage,0
709.jpeg,224,224,No_Damage,1,16,224,202,No_Damage,0
71.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
710.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
715.jpeg,224,224,No_Damage,21,116,201,213,No_Damage,0
717.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
73.jpeg,224,224,No_Damage,1,33,224,207,No_Damage,0
741.jpeg,224,224,No_Damage,1,8,224,224,No_Damage,0
743.jpeg,224,224,No_Damage,1,30,224,211,No_Damage,0
746.jpeg,224,224,No_Damage,1,52,224,198,No_Damage,0
749.jpeg,224,224,No_Damage,1,56,214,212,No_Damage,0
75.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
751.jpeg,224,224,No_Damage,1,35,224,191,No_Damage,0
755.jpeg,224,224,No_Damage,12,52,219,202,No_Damage,0
756.jpeg,224,224,No_Damage,1,36,224,210,No_Damage,0
759.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
76.jpeg,224,224,No_Damage,1,26,224,199,No_Damage,0
763.jpeg,224,224,No_Damage,1,81,224,192,No_Damage,0
771.jpeg,224,224,No_Damage,1,10,224,215,No_Damage,0
772.jpeg,224,224,No_Damage,1,30,224,188,No_Damage,0
780.jpeg,224,224,No_Damage,1,30,224,196,No_Damage,0
783.jpeg,224,224,No_Damage,1,16,224,221,No_Damage,0
79.jpeg,224,224,No_Damage,1,37,224,194,No_Damage,0
793.jpeg,224,224,No_Damage,1,66,224,200,No_Damage,0
796.jpeg,224,224,No_Damage,1,41,224,215,No_Damage,0
798.jpeg,224,224,No_Damage,1,36,224,207,No_Damage,0
80.jpeg,224,224,No_Damage,1,34,224,200,No_Damage,0
803.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
808.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
81.jpeg,224,224,No_Damage,1,1,223,224,No_Damage,0
819.jpeg,224,224,No_Damage,1,84,224,222,No_Damage,0
822.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
824.jpeg,224,224,No_Damage,1,57,224,209,No_Damage,0
826.jpeg,224,224,No_Damage,1,105,224,215,No_Damage,0
827.jpeg,224,224,No_Damage,1,12,224,197,No_Damage,0
84.jpeg,224,224,No_Damage,1,28,224,193,No_Damage,0
841.jpeg,224,224,No_Damage,1,48,224,166,No_Damage,0
845.jpeg,224,224,No_Damage,1,92,224,198,No_Damage,0
851.jpeg,224,224,No_Damage,14,107,224,194,No_Damage,0
852.jpeg,224,224,No_Damage,1,66,224,211,No_Damage,0
855.jpeg,224,224,No_Damage,1,30,224,191,No_Damage,0
871.jpeg,224,224,No_Damage,1,37,224,185,No_Damage,0
872.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
877.jpeg,224,224,No_Damage,1,52,224,201,No_Damage,0
880.jpeg,224,224,No_Damage,1,37,224,205,No_Damage,0
886.jpeg,224,224,No_Damage,1,62,224,197,No_Damage,0
896.jpeg,224,224,No_Damage,1,31,224,197,No_Damage,0
904.jpeg,224,224,No_Damage,1,30,224,191,No_Damage,0
908.jpeg,224,224,No_Damage,1,12,224,207,No_Damage,0
91.jpeg,224,224,No_Damage,1,1,224,224,No_Damage,0
910.jpeg,224,224,No_Damage,1,1,224,198,No_Damage,0
912.jpeg,224,224,No_Damage,1,55,224,182,No_Damage,0
913.jpeg,224,224,No_Damage,1,50,224,191,No_Damage,0
918.jpeg,224,224,No_Damage,11,49,224,197,No_Damage,0
924.jpeg,224,224,No_Damage,2,44,224,196,No_Damage,0
927.jpeg,224,224,No_Damage,1,37,224,217,No_Damage,0
928.jpeg,224,224,No_Damage,1,45,224,203,No_Damage,0
